0.015625 4 0.0625 0
0.03125 4 0.125 0
0.046875 4 0.1875 0
0.0625 4 0.25 0
0.078125 4 0.3125 0
0.09375 4 0.375 0
0.109375 4 0.4375 0
0.125 4 0.5 0
0.140625 4 0.5625 0
0.15625 4 0.625 0
0.171875 4 0.6875 0
0.1875 4 0.75 0
0.203125 4 0.8125 0
0.21875 4 0.875 0
0.234375 4 0.9375 0
0.25 4 1 0
0.265625 4 1.0625 0
0.28125 4 1.125 0
0.296875 4 1.1875 0
0.3125 4 1.25 0
0.328125 4 1.3125 0
0.34375 4 1.375 0
0.359375 4 1.4375 0
0.375 4 1.5 0
0.390625 4 1.5625 0
0.40625 4 1.625 0
0.421875 4 1.6875 0
0.4375 4 1.75 0
0.453125 4 1.8125 0
0.46875 4 1.875 0
0.484375 4 1.9375 0
0.5 4 2 0
0.515625 4 2.0625 0
0.53125 4 2.125 0
0.546875 4 2.1875 0
0.5625 4 2.25 0
0.578125 4 2.3125 0
0.59375 4 2.375 0
0.609375 4 2.4375 0
0.625 4 2.5 0
0.640625 4 2.5625 0
0.65625 4 2.625 0
0.671875 4 2.6875 0
0.6875 4 2.75 0
0.703125 4 2.8125 0
0.71875 4 2.875 0
0.734375 4 2.9375 0
0.75 4 3 0
0.765625 4 3.0625 0
0.78125 4 3.125 0
0.796875 4 3.1875 0
0.8125 4 3.25 0
0.828125 4 3.3125 0
0.84375 4 3.375 0
0.859375 4 3.4375 0
0.875 4 3.5 0
0.890625 4 3.5625 0
0.90625 4 3.625 0
0.921875 4 3.6875 0
0.9375 4 3.75 0
0.953125 4 3.8125 0
0.96875 4 3.875 0
0.984375 4 3.9375 0
1 4 4 0
1.015625 4 4.0625 0
1.03125 4 4.125 0
1.046875 4 4.1875 0
1.0625 4 4.25 0
1.078125 4 4.3125 0
1.09375 4 4.375 0
1.109375 4 4.4375 0
1.125 4 4.5 0
1.140625 4 4.5625 0
1.15625 4 4.625 0
1.171875 4 4.6875 0
1.1875 4 4.75 0
1.203125 4 4.8125 0
1.21875 4 4.875 0
1.234375 4 4.9375 0
1.25 4 5 0
1.265625 4 5.0625 0
1.28125 4 5.125 0
1.296875 4 5.1875 0
1.3125 4 5.25 0
1.328125 4 5.3125 0
1.34375 4 5.375 0
1.359375 4 5.4375 0
1.375 4 5.5 0
1.390625 4 5.5625 0
1.40625 4 5.625 0
1.421875 4 5.6875 0
1.4375 4 5.75 0
1.453125 4 5.8125 0
1.46875 4 5.875 0
1.484375 4 5.9375 0
1.5 4 6 0
1.515625 4 6.0625 0
1.53125 4 6.125 0
1.546875 4 6.1875 0
1.5625 4 6.25 0
1.578125 4 6.3125 0
1.59375 4 6.375 0
1.609375 4 6.4375 0
1.625 4 6.5 0
1.640625 4 6.5625 0
1.65625 4 6.625 0
1.671875 4 6.6875 0
1.6875 4 6.75 0
1.703125 4 6.8125 0
1.71875 4 6.875 0
1.734375 4 6.9375 0
1.75 4 7 0
