N quasi_result quasi_error_estimate quasi_error_actual
50 3.2 0.0800000000000001 0.0584073464102071
550 3.14181818181818 0.0145454545454546 0.000225528228388505
1050 3.14285714285714 0.00380952380952371 0.00126448926734968
1550 3.1458064516129 0.00774193548387103 0.00421379802311028
2050 3.14341463414634 0.00390243902439025 0.00182198055654847
2550 3.14196078431373 0.0015686274509803 0.000368130723932492
3050 3.14360655737705 0.00262295081967201 0.00201390378725597
3550 3.14140845070423 0.00450704225352094 0.000184202885567863
4050 3.14271604938272 0.00296296296296328 0.00112339579292309
4550 3.13934065934066 0.00263736263736281 0.00225199424913392
5050 3.14059405940594 0.000792079207920793 0.000998594183852397
5550 3.14234234234234 0.000720720720720713 0.000749688752549105
6050 3.13851239669421 0.00396694214876048 0.00308025689557834
6550 3.14015267175573 0.00488549618320588 0.00143998183406779
7050 3.14042553191489 0 0.00116712167489963
7550 3.14119205298013 0.00211920529801324 0.000400600609660628
8050 3.14136645962733 0.00198757763975177 0.000226193962463928
8550 3.14152046783626 0.00233918128654986 7.21857535359582E-05
9050 3.14121546961326 0.000883977900552502 0.000377183976533413
9550 3.14303664921466 0.0033507853403143 0.00144399562486663
10050 3.14109452736318 0.000398009950248746 0.000498126226609052
10550 3.14123222748815 0.000758293838862834 0.000360426101641664
11050 3.1406334841629 0.00108597285067891 0.000959169426897333
11550 3.1421645021645 0.00242424242424244 0.000571848574709044
12050 3.14290456431535 0.00331950207468878 0.0013119107255597
12550 3.14135458167331 0.000956175298804762 0.000238071916486504
13050 3.14176245210728 0 0.000169798517486441
13550 3.14066420664207 0.000590405904059121 0.000928446947726869
14050 3.14049822064057 0.000569395017793628 0.00109443294922373
14550 3.14116838487972 0.0010996563573884 0.000424268710068176
15050 3.14073089700997 0.00132890365448501 0.000861756579826345
15550 3.14186495176849 0.000257234726687816 0.000272298178695785
16050 3.14168224299065 0.00024922118380033 8.95894008610121E-05
16550 3.14199395770393 0.00145015105740187 0.000401304114134415
17050 3.14181818181818 0.0011730205278595 0.000225528228388505
17550 3.14188034188034 0.000227920227920286 0.000287688290548704
18050 3.14127423822715 0.00132963988919643 0.000318415362646096
18550 3.1422102425876 0.0008625336927226 0.00061758899780795
19050 3.14162729658793 0.00125984251968525 3.46429981332719E-05
19550 3.1418925831202 0.000409207161125025 0.000299929530411358
20050 3.14254364089776 0.000399002493765455 0.000950987307962503
20550 3.141800486618 0.0005839416058393 0.000207833028211812
21050 3.14223277909739 0.000760095011876682 0.000640125507593847
21550 3.1415313225058 0.000556844547563884 6.1331083992755E-05
22050 3.14213151927438 0.000544217687074688 0.000538865684583278
22550 3.14181818181818 0.000354767184035154 0.000225528228388505
23050 3.14151843817787 0 7.42154119190985E-05
23550 3.14191082802548 0.00101910828025487 0.000318174435684604
24050 3.14162162162162 0.000997920997920954 2.89680318283914E-05
24550 3.14215885947047 0.00179226069246408 0.000566205880675241
25050 3.14203592814371 0.000798403193612796 0.000443274553919348
25550 3.14160469667319 0.000313111545988232 1.20430833967511E-05
26050 3.14134357005758 0.000460652591170785 0.000249083532211536
26550 3.14154425612053 0.000150659133710374 4.83974692659928E-05
27050 3.141146025878 0.000147874306839046 0.000446627711789382
27550 3.1416333938294 0.00116152450090778 4.07402396080947E-05
28050 3.14139037433155 0.000998217468805684 0.000202279258242122
28550 3.1415761821366 0.000280210157618033 1.64714531907251E-05
29050 3.14175559380379 0.000413080895008466 0.000162940213993323
29550 3.14165820642978 0.0012182741116753 6.55528399868821E-05
30050 3.1418302828619 0.000665557404325945 0.000237629272103579
30550 3.14147299509002 0.000130932896890368 0.000119658499776687
31050 3.14138486312399 0.000515297906602097 0.000207790465799551
31550 3.14180665610143 0.000507131537242689 0.000214002511633282
32050 3.14096723868955 0.00037441497659918 0.000625414900245591
32550 3.14125960061444 0.00098310291858672 0.000333052975353798
33050 3.14105900151286 0.00108925869894083 0.000533652076933677
33550 3.14122205663189 0.00107302533532039 0.000370596957900204
34050 3.14138032305433 0.000704845814977872 0.000212330535461103
34550 3.14107091172214 0.00150506512300996 0.000521741867651304
35050 3.14134094151213 0.00114122681883 0.000251712077667499
35550 3.14149085794655 0.000787623066103915 0.000101795643238756
36050 3.14130374479889 0.000221914008321722 0.00028890879090282
36550 3.14123119015048 0.000766073871409034 0.000361463439314313
37050 3.14062078272605 0.00118758434547894 0.000971870863747171
37550 3.14066577896138 0.000639147802929063 0.000926874628408125
38050 3.14123521681997 0.000105124835742654 0.000357436769819586
38550 3.1410635538262 0.000933852140077462 0.000529099763593166
39050 3.14130601792574 0.000614596670934553 0.000286635664056956
39550 3.14174462705436 0.00050568900126402 0.0001519734645683
40050 3.14157303370787 0.000399500624219673 1.96198819280013E-05
40550 3.14160295930949 0 1.03057197011758E-05
41050 3.14114494518879 0.0001948842874544 0.000447708400999058
41550 3.14175691937425 0.000192539109506562 0.00016426578445472
42050 3.14149821640904 0.000475624256837115 9.44371807563016E-05
42550 3.14162162162162 0.000282021151586154 2.89680318283914E-05
43050 3.14192799070848 0.000557491289198797 0.000335337118685608
43550 3.14195177956372 0 0.000359125973926844
44050 3.14179341657208 0.000272417707150918 0.000200762982283997
44550 3.14172839506173 0 0.00013574147193518
45050 3.14201997780244 8.87902330743984E-05 0.000427324212648461
45550 3.14195389681668 0.000263446761800346 0.000361243226891794
46050 3.14188925081433 0.000260586319218437 0.00029659722453923
46550 3.1419119226638 0.000257787325456338 0.000319269074009032
47050 3.14235919234857 8.50159404888196E-05 0.000766538758772306
47550 3.14203995793901 8.41219768665802E-05 0.00044730434921858
48050 3.14206035379813 0.00024973985431842 0.000467700208333977
48550 3.14240988671473 8.238
