Lowest Hydrogen eigenfunctions, rmax=22 and dr=0.1
0.1 0.180547825881596 0.0639524623179068 0.0395501338317991 -0.0461989580826606
0.2 0.326787071939228 0.115274211259797 0.0712319198739628 -0.0831570250874923
0.3 0.443607353563513 0.155356537689749 0.0958655799530711 -0.111797410338318
0.4 0.53527885238602 0.185469901512962 0.114209226449043 -0.132981974034502
0.5 0.605525877838665 0.206773146741635 0.126962768305772 -0.147514274058843
0.6 0.657592066932376 0.220322063585328 0.134771595160162 -0.15614249212761
0.7 0.694298080921524 0.227077361940981 0.138230061357529 -0.15956224422718
0.8 0.718092718145784 0.227912062930685 0.137884767388887 -0.158419277383265
0.9 0.731098099170951 0.223618374165688 0.134237660194632 -0.153312058184733
1 0.7351496538587 0.214914072375525 0.127748956977047 -0.14479425530221
1.1 0.731831420523514 0.202448428253483 0.118839899031622 -0.133377121317746
1.2 0.722507273718565 0.186807697236371 0.107895352058847 -0.119531774185271
1.3 0.708348437464011 0.168520222791069 0.0952662517613937 -0.103691385927058
1.4 0.690357797305885 0.148061157588875 0.0812719110820679 -0.0862532777150319
1.5 0.669391305877751 0.125856846456702 0.0662021893887753 -0.0675809269126323
1.6 0.646176860825044 0.102288883067966 0.0503195367631303 -0.0480058886889934
1.7 0.621330898695566 0.0776978657727531 0.0338609181354101 -0.0278296341869248
1.8 0.595373013024071 0.0523868752640051 0.0170396189231676 -0.00732530991188396
1.9 0.5687387925064 0.026624690985287 4.69473761594487E-05 0.0132605810722312
2 0.541791087861008 0.000648765832176391 -0.0169461686016737 0.0337065713157922
2.1 0.514829905707581 -0.0253320265744539 -0.0337876811855536 0.0538146936570345
2.2 0.488101072695647 -0.0511348509664268 -0.0503430128273403 0.0734090143626962
2.3 0.461803827417396 -0.0766005668508425 -0.066493733615999 0.0923342330955046
2.4 0.436097447340456 -0.101591569091081 -0.0821363203147158 0.11045434794675
2.5 0.411107048308752 -0.125989789814063 -0.0971809953499643 0.12765138090366
2.6 0.38692863587244 -0.149694863061555 -0.111550633219605 0.143824164702517
2.7 0.36363351016513 -0.17262243331339 -0.125179744348872 0.158887185685478
2.8 0.341272093067199 -0.194702595803952 -0.138013515393239 0.172769482920911
