100 0.25
150 0.41
200 0.44
250 0.57
300 0.54
350 0.80
400 0.93
450 1.16
500 1.42
550 1.78
600 2.23
650 2.95
700 3.73
750 4.67
800 5.35
850 7.22
900 9.07
